3.9....25526...419..8............1.......4..3...8..25.....58.4...261..3.6..4.9..2,simple,379146825526783419148592367867325194215964783934871256793258641452617938681439572,
...9...18......37.....482.9......4.18..27..5.4.5.3....92...5......3..9.5.....9.3.,simple,274963518698152374351748269732596481819274653465831792923615847146387925587429136,
926........86.....3...24.......4...76.......9.7.139...8....14..1.3.6....29.8.7...,simple,926783514748615923315924876589246137631578249472139685867391452153462798294857361,
.9..41.877.36.9.......58..6.......9.315.......69.8.51..........1.7......64......8,simple,596341287783629145421758936874135692315296874269487513938572461157864329642913758,
.......65...5.28...5..7..4.84...6.....6..72.8.....1.3..7.8...........156.6..2.3..,simple,482319765697542813153678942849236571316457298725981634571863429238794156964125387,
.4.....27..86......76........2..3.6..1..7.85......8.14.51......7..23.5..6........,simple,145389627238617945976542138482153769319476852567928314851764293794231586623895471,
......1...1..4..5...27...63.............3.7.8.....6..1.5.82.47..8..6......6.138.2,simple,567392184913648257842751963138275649695134728724986531351829476289467315476513892,
3.2.....5.9..34.1...85.7....5...3..2.....2..4..1......48.71..9.5........1...2.3..,simple,342681975795234618618597423854973162936152784271846539483715296527369841169428357,
...7.8...5..163.8.76..2............2.3..9..6..1...6.9.1.58......9..5.......2.1...,simple,321748659549163287768925314956317842837492561412586793175839426293654178684271935,
....8......43.....8..2.........3.1....6.578..7..6..24...1.6..3..5.74..6...3......,simple,362584719594371628817296354485932176126457893739618245971865432258743961643129587,
.....1.799.3...4......8.........719.6..5....8........58.46......7.14.6....57.93..,simple,542361879983275461716984523258437196631592748497816235824653917379148652165729384,
..5.84.1..2.53.64....1...3.3.4...7...5....48376....1.....24..........5..683......,simple,935684217821537649476192835394821756152976483768453192517249368249368571683715924,
.....9..66...2.4..91...8.3.89.1.5..23.....54.1.6.3..8...26..1..............8..6..,simple,243759816678321495915468237894175362327986541156234789482697153761543928539812674,
.....5......2.74.5...168.7........26......5.9..6.528.4.5.7.6...6.24.1..8.1....9..,simple,327945681168237495549168273435819726281674539796352814953786142672491358814523967,
..7..24.....69....2....5...9.27.81...7..24.58...5.67..8.1....49...2....5.........,simple,597182436418693527263475981952738164176924358384516792821357649639241875745869213,
.197.........3....4.7....1.3..47.8.28...1.....4.9...5...5..4......28....2..3.5...,simple,619742538528631479437859216351476892892513764746928153985164327163287945274395681,
.3.......65..92.8.4..68...9...4...2...2....53........4.6.....7.8...5.6..3....4..2,simple,938547216651392487427681539796435128142876953583129764264918375879253641315764892,
1......75...1.5...3.8...9.....9.7..48...3.1.....4...3....7...4.9.3....8.....615.9,simple,196823475274195368358674912632917854845236197719458236521789643963542781487361529,
.75.....43.41...2.......3.982.74..5.49.....7....9.1.3..8.42..........1.......3...,simple,975362814364198725218574369823746951491235678657981432186427593732859146549613287,
6.38......5....4.37.....1...8..3.7...3....6..46...7.....1..8.72..25..3.4...27...5,simple,613842597958716423724953186289635741137429658465187239541368972872591364396274815,
....15.....28.9..73.8...6..1.............7.1.2...5.8939.....3.6.6..3.57.8.....12.,simple,746315982512869437398724651159283764683497215274651893925178346461932578837546129,
